Ticker,Name,"OPM
","Mcap
","DivY
","ICB_sector
","ICB_supersector
","P/B
","P/E
"
2432 JT Equity,DeNA Co Ltd,16.11754608,3.04E+11,1.488012837,Specialized Consumer Services,Retail,1.14385736,11.81083965
5851 JT Equity,Ryobi Ltd,4.937589169,93074153472,0.993802162,Auto Parts,Automobiles & Parts,0.80817467,11.80978394
3878 JT Equity,Tomoegawa Co Ltd,2.665307999,14804903936,,Specialty Chemicals,Chemicals,1.147580028,11.79635715
4031 JT Equity,Katakura & Co-op Agri Corp,1.562459946,12651298816,,Specialty Chemicals,Chemicals,0.578085899,11.78754044
6364 JT Equity,Hokuetsu Industries Co Ltd,13.70586395,37857599488,1.912350598,Industrial Machinery,Industrial Goods & Services,1.564699769,11.78669357
9074 JT Equity,Japan Oil Transportation Co Ltd,3.71446991,10450630656,,Railroads,Industrial Goods & Services,0.546950996,11.78432274
7313 JT Equity,TS Tech Co Ltd,8.115896225,2.98E+11,1.752381766,Auto Parts,Automobiles & Parts,1.281222105,11.78133869
5602 JT Equity,Kurimoto Ltd,3.365569115,27024754688,,Iron & Steel,Basic Resources,0.432605237,11.76985455
6462 JT Equity,Riken Corp,7.775610924,64423219200,,Auto Parts,Automobiles & Parts,0.844483852,11.76196098
8159 JT Equity,Tachibana Eletech Co Ltd,3.228101969,53768151040,1.645692159,Computer Hardware,Technology,0.806715488,11.75667191
6911 JT Equity,New Japan Radio Co Ltd,3.667246103,29269987328,,Semiconductors,Technology,2.324638844,11.74623108
7508 JT Equity,G-7 Holdings Inc,3.530627012,33701083136,,Auto Parts,Automobiles & Parts,1.786862135,11.73711109
9731 JT Equity,Hakuyosha Co Ltd,2.63313508,12616500224,,Specialized Consumer Services,Retail,1.262467504,11.73589706
9432 JT Equity,Nippon Telegraph & Telephone Corp,13.51757431,1.06E+13,2.956830278,Fixed Line Telecommunications,Telecommunications,1.070963144,11.72405815
4671 JT Equity,FALCO HOLDINGS Co Ltd,4.672511101,20236638208,2.452619844,Health Care Providers,Health Care,1.039921165,11.70995331
7202 JT Equity,Isuzu Motors Ltd,7.497698784,1.37E+12,2.160754736,Commercial Vehicles & Trucks,Industrial Goods & Services,1.398376226,11.70359135
8601 JT Equity,Daiwa Securities Group Inc,28.10427284,1.15E+12,3.937823891,Investment Services,Financial Services,0.859625399,11.69919777
6490 JT Equity,Nippon Pillar Packing Co Ltd,18.97520638,39116238848,2.304737516,Electrical Components & Equipment,Industrial Goods & Services,0.982230067,11.69511795
7224 JT Equity,Shinmaywa Industries Ltd,6.494403839,1.05E+11,1.330798479,Commercial Vehicles & Trucks,Industrial Goods & Services,0.811888695,11.6823988
1430 JT Equity,First-corp Inc,9.909678459,15194621952,3.339191564,Home Construction,Personal & Household Goods,3.300623417,11.66940117
7822 JT Equity,Eidai Co Ltd,3.709161043,25918224384,,Building Materials & Fixtures,Construction & Materials,0.507095993,11.66315842
5942 JT Equity,Nippon Filcon Co Ltd/Tokyo,6.244223118,13943176192,,Industrial Machinery,Industrial Goods & Services,0.655480802,11.64168072
1945 JT Equity,Tokyo Energy & Systems Inc,7.933875084,46316359680,1.609010459,Heavy Construction,Construction & Materials,0.730264723,11.63748741
8018 JT Equity,Sankyo Seiko Co Ltd,6.645930767,30000001024,,Clothing & Accessories,Personal & Household Goods,0.581139147,11.61170483
7272 JT Equity,Yamaha Motor Co Ltd,8.968499184,1.18E+12,2.755555556,Automobiles,Automobiles & Parts,1.892510891,11.60072899
1899 JT Equity,Fukuda Corp,4.766279221,61119156224,,Heavy Construction,Construction & Materials,1.022226214,11.59430218
3405 JT Equity,Kuraray Co Ltd,14.48898792,6.27E+11,2.531256295,Commodity Chemicals,Chemicals,1.113895893,11.59220695
2924 JT Equity,Ifuji Sangyo Co Ltd,4.65576601,6492698112,,Food Products,Food & Beverage,1.254408002,11.58772755
8544 JT Equity,Keiyo Bank Ltd/The,27.00926208,1.41E+11,,Banks,Banks,0.442282766,11.57936954
8835 JT Equity,Taiheiyo Kouhatsu Inc,2.963172913,8079219200,,Diversified Industrials,Industrial Goods & Services,0.551654935,11.5487318
5413 JT Equity,Nisshin Steel Co Ltd,1.490592003,1.39E+11,2.367797948,Iron & Steel,Basic Resources,0.606659412,11.54021358
5101 JT Equity,Yokohama Rubber Co Ltd/The,8.390275002,4.30E+11,2.491827094,Tires,Automobiles & Parts,1.058270454,11.53706074
7745 JT Equity,A&D Co Ltd,2.818478107,14405849088,,Medical Equipment,Health Care,0.879295886,11.53456783
4633 JT Equity,Sakata INX Corp,5.450026035,1.03E+11,1.823708207,Specialty Chemicals,Chemicals,1.269893885,11.53382301
9960 JT Equity,Totech Corp,4.406945229,33990840320,,Building Materials & Fixtures,Construction & Materials,1.352869511,11.53134346
8892 JT Equity,ES-Con Japan Ltd,15.74546146,66992115712,,Real Estate Holding & Development,Real Estate,2.973152637,11.48988342
1893 JT Equity,Penta-Ocean Construction Co Ltd,4.851549149,2.23E+11,1.690205438,Heavy Construction,Construction & Materials,2.045808315,11.48290062
6471 JT Equity,NSK Ltd,6.372935772,7.59E+11,2.822187612,Auto Parts,Automobiles & Parts,1.370191932,11.47527313
5208 JT Equity,Arisawa Manufacturing Co Ltd,5.196769238,37076008960,2.427184466,Specialty Chemicals,Chemicals,0.739883363,11.4661026
8285 JT Equity,Mitani Sangyo Co Ltd,3.485919952,25043087360,,Industrial Suppliers,Industrial Goods & Services,0.84118253,11.44230556
4839 JT Equity,Wowow Inc,12.95924759,93167411200,2.476780186,Broadcasting & Entertainment,Media,1.587627769,11.43808174
3153 JT Equity,Yashima Denki Co Ltd,2.053898096,19277512704,,Electronic Equipment,Industrial Goods & Services,1.107782245,11.43115425
4619 JT Equity,Nihon Tokushu Toryo Co Ltd,6.5877738,51637694464,1.463191587,Building Materials & Fixtures,Construction & Materials,1.208918452,11.41917324
7250 JT Equity,Pacific Industrial Co Ltd,8.355439186,88839176192,2.137931034,Auto Parts,Automobiles & Parts,0.956065893,11.38773251
7180 JT Equity,Kyushu Financial Group Inc,17.29229736,2.45E+11,2.272727273,Banks,Banks,0.378694415,11.37808418
9982 JT Equity,Takihyo Co Ltd,-1.577962995,22924800000,,Clothing & Accessories,Personal & Household Goods,0.630013764,11.36801815
5192 JT Equity,Mitsuboshi Belting Ltd,12.46761894,78641324032,1.824212272,Industrial Machinery,Industrial Goods & Services,1.052537441,11.36342239
7510 JT Equity,TAKEBISHI CORP,3.564062119,25142820864,,Electronic Equipment,Industrial Goods & Services,0.988082469,11.36074924
9514 JT Equity,EF-ON INC,25.92741966,24945543168,0.64516129,Business Support Services,Industrial Goods & Services,2.343766451,11.34976768
4092 JT Equity,Nippon Chemical Industrial Co Ltd,9.962966919,30382049280,1.762114537,Specialty Chemicals,Chemicals,0.885278642,11.34017181
8622 JT Equity,Mito Securities Co Ltd,9.680733681,30113527808,,Investment Services,Financial Services,0.734235048,11.33581734
8850 JT Equity,Starts Corp Inc,11.15996647,1.54E+11,2.106002106,Real Estate Holding & Development,Real Estate,1.906012177,11.32803249
5486 JT Equity,Hitachi Metals Ltd,7.49786377,5.58E+11,2.010891002,Iron & Steel,Basic Resources,0.983911097,11.31386852
1417 JT Equity,Mirait Holdings Corp,3.552160978,1.46E+11,,Heavy Construction,Construction & Materials,1.034997463,11.31350613
7167 JT Equity,Mebuki Financial Group Inc,27.38223648,5.00E+11,2.594339623,Banks,Banks,0.544850051,11.31179428
1925 JT Equity,Daiwa House Industry Co Ltd,8.827214241,2.67E+12,2.521353692,Home Construction,Personal & Household Goods,1.858631015,11.31105423
7161 JT Equity,Jimoto Holdings Inc,11.68178177,34163718144,,Banks,Banks,0.585550547,11.30913544
7961 JT Equity,Kanematsu Sustech Corp,7.372560978,8377234944,,Building Materials & Fixtures,Construction & Materials,1.209704161,11.29889774
8087 JT Equity,Furusato Industries Ltd,3.361114979,26058967040,2.712527964,Building Materials & Fixtures,Construction & Materials,0.673179805,11.29001713
4246 JT Equity,Daikyonishikawa Corp,9.236521721,1.40E+11,1.744186047,Auto Parts,Automobiles & Parts,2.072289467,11.28272438
8364 JT Equity,Shimizu Bank Ltd/The,15.34607315,28781453312,,Banks,Banks,0.34233731,11.27813911
9994 JT Equity,Yamaya Corp,3.14042592,34441986048,,Food Retailers & Wholesalers,Retail,1.181142926,11.2512846
6703 JT Equity,Oki Electric Industry Co Ltd,0.563517988,1.25E+11,3.484320557,Computer Hardware,Technology,1.375144482,11.22848225
6458 JT Equity,Sinko Industries Ltd,14.26201534,47104425984,2.079722704,Building Materials & Fixtures,Construction & Materials,1.255887866,11.2249527
7294 JT Equity,Yorozu Corp,3.772290945,46453149696,2.804746494,Auto Parts,Automobiles & Parts,0.533382535,11.2207222
5991 JT Equity,NHK Spring Co Ltd,6.477869034,2.85E+11,1.972555746,Auto Parts,Automobiles & Parts,0.930852652,11.21908951
3611 JT Equity,Matsuoka Corp,7.96398592,33563779072,1.176470588,Clothing & Accessories,Personal & Household Goods,2.045824289,11.21890068
5214 JT Equity,Nippon Electric Glass Co Ltd,11.40072346,3.06E+11,3.076364722,Electrical Components & Equipment,Industrial Goods & Services,0.566741049,11.21420193
3765 JT Equity,GungHo Online Entertainment Inc,37.25001526,3.36E+11,0.934844179,Toys,Personal & Household Goods,4.179825783,11.20990753
4112 JT Equity,Hodogaya Chemical Co Ltd,6.128559113,39796924416,1.057082452,Specialty Chemicals,Chemicals,1.08103478,11.20269012
5018 JT Equity,MORESCO Corp,8.34467411,18190503936,2.393617021,Specialty Chemicals,Chemicals,1.186670542,11.19894218
7186 JT Equity,Concordia Financial Group Ltd,38.32549667,7.70E+11,2.40558286,Banks,Banks,0.660179794,11.19402981
9932 JT Equity,Sugimoto & Co Ltd,4.687926769,21384968192,,Industrial Machinery,Industrial Goods & Services,0.70365876,11.18997955
1780 JT Equity,Yamaura Corp,7.349860191,18402265088,,Heavy Construction,Construction & Materials,1.241578698,11.18235493
6379 JT Equity,Shinko Plantech Co Ltd,7.755307198,45755162624,3.036437247,Industrial Machinery,Industrial Goods & Services,1.060875297,11.1789999
9678 JT Equity,Kanamoto Co Ltd,10.5189743,1.26E+11,1.575931232,Heavy Construction,Construction & Materials,1.395047069,11.17264748
5195 JT Equity,Bando Chemical Industries Ltd,6.670663834,58639212544,,Specialty Chemicals,Chemicals,0.902382135,11.15702438
4968 JT Equity,Arakawa Chemical Industries Ltd,6.58438921,39466737664,1.988487703,Specialty Chemicals,Chemicals,0.736124158,11.13182259
8336 JT Equity,Musashino Bank Ltd/The,19.29391289,1.19E+11,,Banks,Banks,0.474542141,11.12350559
9312 JT Equity,Keihin Co Ltd/Minato-Ku Tokyo Japan,2.351718903,10628259840,,Trucking,Industrial Goods & Services,0.626863122,11.11718845
8923 JT Equity,Tosei Corp,17.02706528,72316493824,2.033062978,Real Estate Holding & Development,Real Estate,1.507205009,11.08387184
5958 JT Equity,Sanyo Industries Ltd,3.013679028,7402560000,,Building Materials & Fixtures,Construction & Materials,0.527759016,11.07075119
8349 JT Equity,Tohoku Bank Ltd/The,17.80563354,14036705280,,Banks,Banks,0.484007537,11.06081963
3231 JT Equity,Nomura Real Estate Holdings Inc,13.56393147,5.02E+11,2.682740087,Real Estate Holding & Development,Real Estate,1.016243577,11.06031799
7011 JT Equity,Mitsubishi Heavy Industries Ltd,3.846251965,1.37E+12,2.985935277,Industrial Machinery,Industrial Goods & Services,0.741775155,11.0589323
1980 JT Equity,Dai-Dan Co Ltd,5.389091969,58810683392,,Heavy Construction,Construction & Materials,0.91640842,11.04969978
6590 JT Equity,Shibaura Mechatronics Corp,3.50749898,23678345216,,Electronic Equipment,Industrial Goods & Services,1.309876919,11.03314781
5974 JT Equity,Chugokukogyo Co Ltd,2.363446951,2647079936,,Containers & Packaging,Industrial Goods & Services,0.605388761,11.02721214
6328 JT Equity,Ebara Jitsugyo Co Ltd,6.576025009,14914015232,,Renewable Energy Equipment,Oil & Gas,1.166639686,11.00922012
4809 JT Equity,Paraca Inc,18.93766212,23473743872,,Specialized Consumer Services,Retail,1.837965846,11.00147724
6371 JT Equity,Tsubakimoto Chain Co,10.89091492,1.72E+11,2.598362989,Industrial Machinery,Industrial Goods & Services,1.017708898,10.99385452
1946 JT Equity,Toenec Corp,3.9001019,60406218752,,Heavy Construction,Construction & Materials,0.644118547,10.99036312
1820 JT Equity,Nishimatsu Construction Co Ltd,8.012955666,1.58E+11,3.262398874,Heavy Construction,Construction & Materials,0.862515211,10.98595333
8940 JT Equity,Intellex Co Ltd,4.243488789,9063633920,3.346456693,Real Estate Holding & Development,Real Estate,0.933578193,10.95890427
2760 JT Equity,Tokyo Electron Device Ltd,1.262750983,21319266304,2.939735424,Semiconductors,Technology,0.873667657,10.94722176
8103 JT Equity,Meiwa Corp,1.691846013,21767380992,,Specialty Chemicals,Chemicals,0.660995245,10.9453783
8014 JT Equity,Chori Co Ltd,2.380143881,53162606592,,Clothing & Accessories,Personal & Household Goods,1.02075398,10.91905022
7561 JT Equity,Hurxley Corp,1.842012048,11763708928,,Restaurants & Bars,Travel & Leisure,0.501710534,10.91895199
5659 JT Equity,Nippon Seisen Co Ltd,8.050567627,30059317248,2.159827214,Iron & Steel,Basic Resources,1.021734238,10.90661526
8368 JT Equity,Hyakugo Bank Ltd/The,19.93252373,1.30E+11,,Banks,Banks,0.353314191,10.88157749
5451 JT Equity,Yodogawa Steel Works Ltd,8.538395882,1.05E+11,,Iron & Steel,Basic Resources,0.572283685,10.88048172
4555 JT Equity,Sawai Pharmaceutical Co Ltd,15.58054161,2.09E+11,2.778947368,Pharmaceuticals,Health Care,1.15061307,10.87180424
8366 JT Equity,Shiga Bank Ltd/The,29.96190262,1.45E+11,1.279707495,Banks,Banks,0.346767902,10.85295963
5110 JT Equity,Sumitomo Rubber Industries Ltd,7.683290958,5.18E+11,3.045685279,Tires,Automobiles & Parts,1.088060856,10.82358074
4539 JT Equity,Nippon Chemiphar Co Ltd,7.946649075,20454815744,,Pharmaceuticals,Health Care,0.983235776,10.822999
5481 JT Equity,Sanyo Special Steel Co Ltd,8.425872803,90180132864,2.642698408,Iron & Steel,Basic Resources,0.679861724,10.81752968
4008 JT Equity,Sumitomo Seika Chemicals Co Ltd,10.66287708,70842957824,1.972386588,Specialty Chemicals,Chemicals,1.08333981,10.81553841
6121 JT Equity,Takisawa Machine Tool Co Ltd,7.090750217,12768135168,,Industrial Machinery,Industrial Goods & Services,0.838439465,10.79749012
7525 JT Equity,Rix Corp,4.966005802,18005760000,,Industrial Machinery,Industrial Goods & Services,1.262024164,10.79345322
8070 JT Equity,Tokyo Sangyo Co Ltd,1.593390942,15945238528,,Industrial Machinery,Industrial Goods & Services,0.658609211,10.77519417
8091 JT Equity,Nichimo Co Ltd,2.126483917,6847619072,,Food Products,Food & Beverage,0.431333929,10.77023888
8385 JT Equity,Iyo Bank Ltd/The,37.43252182,2.71E+11,1.674641148,Banks,Banks,0.414803416,10.75766945
7608 JT Equity,SK Japan Co Ltd,6.092124939,6002502656,,Specialty Retailers,Retail,2.866019249,10.75612354
1824 JT Equity,Maeda Corp,5.467052937,2.56E+11,1.206150247,Heavy Construction,Construction & Materials,1.150248051,10.74132633
5985 JT Equity,Suncall Corp,5.924170971,24964458496,,Auto Parts,Automobiles & Parts,0.672397852,10.73678017
1949 JT Equity,Sumitomo Densetsu Co Ltd,6.011208057,79432376320,1.973979363,Heavy Construction,Construction & Materials,1.231882334,10.67978859
7513 JT Equity,Kojima Co Ltd,1.180060029,33814118400,,Specialty Retailers,Retail,0.849228442,10.67913437
6317 JT Equity,Kitagawa Iron Works Co Ltd,7.677595139,25922056192,,Industrial Machinery,Industrial Goods & Services,0.742861569,10.65365696
2003 JT Equity,Nitto Fuji Flour Milling Co Ltd,4.754986763,22335651840,,Food Products,Food & Beverage,0.676520646,10.598032
6369 JT Equity,Toyo Kanetsu KK,7.345225811,31340929024,,Industrial Machinery,Industrial Goods & Services,0.815280974,10.59579182
9351 JT Equity,Toyo Wharf & Warehouse Co Ltd,4.957736015,13219919872,,Transportation Services,Industrial Goods & Services,0.649592876,10.57192421
4901 JT Equity,FUJIFILM Holdings Corp,7.418988228,2.20E+12,1.758084635,Electronic Office Equipment,Technology,0.855793417,10.56776142
6135 JT Equity,Makino Milling Machine Co Ltd,6.287384033,1.22E+11,1.700335723,Industrial Machinery,Industrial Goods & Services,0.814860284,10.56648445
6504 JT Equity,Fuji Electric Co Ltd,5.336699009,5.46E+11,1.70998632,Electrical Components & Equipment,Industrial Goods & Services,1.655032635,10.56511021
8203 JT Equity,MrMax Holdings Ltd,2.223843098,27569348608,2.586206897,Specialty Retailers,Retail,1.031602025,10.56145668
4202 JT Equity,Daicel Corp,14.61297417,4.21E+11,2.662229617,Specialty Chemicals,Chemicals,1.053246975,10.54570961
7466 JT Equity,SPK Corp,4.543563843,15199824896,,Auto Parts,Automobiles & Parts,0.949879229,10.54501915
8098 JT Equity,Inabata & Co Ltd,2.150588989,1.06E+11,,Specialty Chemicals,Chemicals,0.6982283,10.54064369
8343 JT Equity,Akita Bank Ltd/The,19.09544754,53792399360,,Banks,Banks,0.29835552,10.53982449
6728 JT Equity,Ulvac Inc,12.71098328,3.11E+11,0.952380952,Industrial Machinery,Industrial Goods & Services,2.491896868,10.52895451
7715 JT Equity,Nagano Keiki Co Ltd,4.186828136,23630508032,2.138157895,Industrial Machinery,Industrial Goods & Services,1.080899477,10.52540493
3524 JT Equity,Nitto Seimo Co Ltd,4.550211906,4933870080,,Recreational Products,Personal & Household Goods,0.968997598,10.51696396
8860 JT Equity,Fuji Corp Ltd,6.007935047,32685871104,,Real Estate Holding & Development,Real Estate,0.972644687,10.5032568
8928 JT Equity,Anabuki Kosan Inc,5.386567116,18255087616,,Real Estate Holding & Development,Real Estate,0.840153754,10.49577236
9534 JT Equity,Hokkaido Gas Co Ltd,1.729606032,26252724224,,Gas Distribution,Utilities,0.635033369,10.48158646
8043 JT Equity,Starzen Co Ltd,1.771659017,53549580288,,Food Products,Food & Beverage,1.122504354,10.47852707
8051 JT Equity,Yamazen Corp,2.928982973,1.04E+11,,Industrial Machinery,Industrial Goods & Services,1.223583579,10.46343613
9882 JT Equity,Yellow Hat Ltd,5.345217228,77880107008,,Specialty Retailers,Retail,0.995941341,10.45436287
1833 JT Equity,Okumura Corp,5.750160217,2.00E+11,,Heavy Construction,Construction & Materials,1.033831954,10.42511559
5936 JT Equity,Toyo Shutter Co Ltd,4.24651289,4126081536,2.321981424,Building Materials & Fixtures,Construction & Materials,0.688814938,10.41935444
3388 JT Equity,Meiji Electric Industries Co Ltd,3.328584909,21081257984,,Industrial Machinery,Industrial Goods & Services,1.08155942,10.41244507
7905 JT Equity,Daiken Corp,5.042996883,67267715072,,Building Materials & Fixtures,Construction & Materials,1.178427815,10.39854622
3896 JT Equity,AWA Paper & Technological Co Inc,3.187133074,6296886272,,Paper,Basic Resources,1.000498295,10.38590622
8593 JT Equity,Mitsubishi UFJ Lease & Finance Co Ltd,53.65209961,5.73E+11,2.403125018,Specialty Finance,Financial Services,0.821419239,10.37950039
7278 JT Equity,Exedy Corp,8.29810524,1.73E+11,2.253521127,Auto Parts,Automobiles & Parts,0.945311308,10.36829376
9142 JT Equity,Kyushu Railway Co,15.34112263,5.27E+11,2.458270106,Travel & Tourism,Travel & Leisure,1.419956446,10.36554718
3036 JT Equity,Alconix Corp,2.063898087,51522682880,,Nonferrous Metals,Basic Resources,1.416592717,10.36255932
6807 JT Equity,Japan Aviation Electronics Industry Ltd,5.755811214,1.52E+11,1.860571081,Electrical Components & Equipment,Industrial Goods & Services,1.252386093,10.31716156
9628 JT Equity,San Holdings Inc/Japan,10.81091785,17765545984,,Specialized Consumer Services,Retail,0.69059521,10.29753971
8399 JT Equity,Bank of the Ryukyus Ltd,23.50152397,64232128512,2.098321343,Banks,Banks,0.552350104,10.2847414
3863 JT Equity,Nippon Paper Industries Co Ltd,2.394531012,2.31E+11,3.018108652,Paper,Basic Resources,0.519135654,10.28399944
6844 JT Equity,Shindengen Electric Manufacturing Co Ltd,5.651216984,71958634496,1.795977011,Semiconductors,Technology,1.210293293,10.27184963
9699 JT Equity,Nishio Rent All Co Ltd,9.002087593,91420516352,1.948757764,Commercial Vehicles & Trucks,Industrial Goods & Services,1.087286353,10.26898384
8020 JT Equity,Kanematsu Corp,3.350162983,1.34E+11,2.842703727,Diversified Industrials,Industrial Goods & Services,1.156397104,10.25790596
7419 JT Equity,Nojima Corp,3.492769957,1.30E+11,,Broadline Retailers,Retail,2.001441002,10.25332165
8370 JT Equity,Kiyo Bank Ltd/The,22.44317245,1.22E+11,,Banks,Banks,0.529059827,10.24550343
8425 JT Equity,IBJ Leasing Co Ltd,46.5032959,1.25E+11,,Specialty Finance,Financial Services,0.854416192,10.24035263
8614 JT Equity,Toyo Securities Co Ltd,4.845917225,25333022720,,Investment Services,Financial Services,0.551948965,10.24011326
5821 JT Equity,Hirakawa Hewtech Corp,10.46972656,24872824832,1.31112686,Electrical Components & Equipment,Industrial Goods & Services,0.848946035,10.23947811
6770 JT Equity,Alps Electric Co Ltd,5.890779018,5.29E+11,1.36652939,Electrical Components & Equipment,Industrial Goods & Services,1.735587955,10.23214817
4022 JT Equity,Rasa Industries Ltd,6.966455936,17493135360,,Specialty Chemicals,Chemicals,1.43305099,10.22853947
2107 JT Equity,Toyo Sugar Refining Co Ltd,4.648572922,6569024000,,Food Products,Food & Beverage,0.813425004,10.20252514
1815 JT Equity,Tekken Corp,3.70002389,47476936704,1.650165017,Heavy Construction,Construction & Materials,0.853592753,10.18795586
1930 JT Equity,Hokuriku Electrical Construction Co Ltd,10.64486885,30738061312,,Heavy Construction,Construction & Materials,0.968980193,10.18533897
6989 JT Equity,Hokuriku Electric Industry Co Ltd,0.81436801,14013899776,,Electrical Components & Equipment,Industrial Goods & Services,1.006654143,10.15824032
8303 JT Equity,Shinsei Bank Ltd,18.19291306,4.63E+11,0.593824228,Banks,Banks,0.51167208,10.15375328
2681 JT Equity,Geo Holdings Corp,3.231137037,82041806848,,Specialty Retailers,Retail,1.106559277,10.15073586
7251 JT Equity,Keihin Corp,7.05083704,1.67E+11,1.880266143,Auto Parts,Automobiles & Parts,0.901824832,10.14805794
3376 JT Equity,Only Corp,8.259022713,5864503808,,Apparel Retailers,Retail,0.774009645,10.14567566
5482 JT Equity,Aichi Steel Corp,3.391328096,91876442112,2.164502165,Iron & Steel,Basic Resources,0.601725221,10.10786057
7987 JT Equity,Nakabayashi Co Ltd,4.462696075,18025228288,,Paper,Basic Resources,0.733766317,10.10329247
8088 JT Equity,Iwatani Corp,4.257836819,2.00E+11,1.383647799,Gas Distribution,Utilities,1.303160667,10.08883286
8871 JT Equity,Goldcrest Co Ltd,24.73202324,81623302144,2.221249384,Real Estate Holding & Development,Real Estate,0.709521353,10.07513237
1928 JT Equity,Sekisui House Ltd,9.055447578,1.34E+12,4.0916494,Home Construction,Personal & Household Goods,1.119634271,10.04884529
1766 JT Equity,Token Corp,6.059374809,1.45E+11,1.674418605,Home Construction,Personal & Household Goods,1.686312795,10.04259968
7438 JT Equity,Kondotec Inc,6.974806786,25804310528,,Building Materials & Fixtures,Construction & Materials,1.027246714,10.01845169
7240 JT Equity,NOK Corp,5.57760191,3.71E+11,2.365654206,Auto Parts,Automobiles & Parts,0.78769505,10.00514221
7897 JT Equity,Hokushin Co Ltd,6.966164112,5192260096,,Building Materials & Fixtures,Construction & Materials,1.056924462,9.978189468
3109 JT Equity,Shikibo Ltd,7.346214771,15956429824,2.590673575,Clothing & Accessories,Personal & Household Goods,0.458197951,9.971216202
8418 JT Equity,Yamaguchi Financial Group Inc,35.07830048,3.59E+11,1.47275405,Banks,Banks,0.511805952,9.961123466
3101 JT Equity,Toyobo Co Ltd,7.081311226,1.87E+11,1.903855307,Clothing & Accessories,Personal & Household Goods,1.005500793,9.954043388
5013 JT Equity,Yushiro Chemical Industry Co Ltd,8.231718063,23908112384,,Specialty Chemicals,Chemicals,0.774933875,9.930715561
5471 JT Equity,Daido Steel Co Ltd,5.731687069,2.41E+11,2.186119135,Iron & Steel,Basic Resources,0.82540673,9.923869133
9022 JT Equity,Central Japan Railway Co,35.26300812,4.17E+12,0.688548865,Travel & Tourism,Travel & Leisure,1.320150375,9.910531044
1716 JT Equity,Dai-Ichi Cutter Kogyo KK,10.99664402,12912000000,0.557620818,Heavy Construction,Construction & Materials,1.410692215,9.90791893
4215 JT Equity,CI  Takiron Corp,5.776245117,64057499648,,Building Materials & Fixtures,Construction & Materials,0.934178114,9.905020714
4182 JT Equity,Mitsubishi Gas Chemical Co Inc,7.86407423,6.02E+11,2.000769527,Commodity Chemicals,Chemicals,1.210043907,9.884008408
4755 JT Equity,Rakuten Inc,15.93278408,1.14E+12,0.590186371,Specialized Consumer Services,Retail,1.565300345,9.880552292
7190 JT Equity,Mercuria Investment Co Ltd,52.78681564,18384111616,1.691729323,Investment Services,Financial Services,1.758061528,9.8472929
9619 JT Equity,Ichinen Holdings Co Ltd,30.32268333,36746055680,2.411252512,Specialty Retailers,Retail,1.252674937,9.834661484
6393 JT Equity,Yuken Kogyo Co Ltd,5.71780014,13008789504,,Industrial Machinery,Industrial Goods & Services,0.727786481,9.831259727
8334 JT Equity,Gunma Bank Ltd/The,32.6433754,2.83E+11,2.035830619,Banks,Banks,0.490147054,9.822585106
9066 JT Equity,Nissin Corp,2.786654949,56054206464,1.808318264,Transportation Services,Industrial Goods & Services,0.939201355,9.816800117
5809 JT Equity,Tatsuta Electric Wire and Cable Co Ltd,8.726635933,46373376000,2.269288956,Electrical Components & Equipment,Industrial Goods & Services,1.001401544,9.773769379
6932 JT Equity,Endo Lighting Corp,6.307238102,15470808064,2.865329513,Durable Household Products,Personal & Household Goods,0.749259531,9.768613815
5423 JT Equity,Tokyo Steel Manufacturing Co Ltd,8.635870934,1.34E+11,1.195340228,Iron & Steel,Basic Resources,1.051865458,9.760215759
1332 JT Equity,Nippon Suisan Kaisha Ltd,3.560955048,1.79E+11,1.398601399,"Farming, Fishing & Plantations",Food & Beverage,1.274695992,9.754267693
3434 JT Equity,Alpha Corp,5.906082153,17370599424,,Auto Parts,Automobiles & Parts,0.602092803,9.752047539
8584 JT Equity,Jaccs Co Ltd,11.53203201,81523974144,,Consumer Finance,Financial Services,0.54751271,9.738926888
8566 JT Equity,Ricoh Leasing Co Ltd,55.16500473,1.12E+11,1.949860724,Specialty Finance,Financial Services,0.689288914,9.728734016
8154 JT Equity,Kaga Electronics Co Ltd,3.02760911,77553123328,2.590673575,Semiconductors,Technology,1.045112848,9.724671364
7246 JT Equity,Press Kogyo Co Ltd,4.628970146,72052555776,1.898734177,Auto Parts,Automobiles & Parts,0.833696246,9.721581459
4025 JT Equity,Taki Chemical Co Ltd,7.912641048,20265410560,,Specialty Chemicals,Chemicals,0.725676,9.71562767
4319 JT Equity,Tac Co Ltd,3.486455917,5791752192,,Business Training Employment Agency,Industrial Goods & Services,1.071126699,9.711449623
1768 JT Equity,Sonec Corp,5.251122952,5857500160,,Heavy Construction,Construction & Materials,0.991966128,9.676620483
3116 JT Equity,Toyota Boshoku Corp,5.297541142,4.51E+11,2.197253401,Auto Parts,Automobiles & Parts,1.76706624,9.656419754
1881 JT Equity,Nippo Corp,11.20920467,2.86E+11,1.458941226,Heavy Construction,Construction & Materials,0.928301394,9.654312134
9068 JT Equity,Maruzen Showa Unyu Co Ltd,5.299358845,51075289088,,Transportation Services,Industrial Goods & Services,0.599142849,9.640340805
5331 JT Equity,Noritake Co Ltd/Nagoya Japan,2.866517067,67312320512,1.543550165,Durable Household Products,Personal & Household Goods,0.699017823,9.633153915
8359 JT Equity,Hachijuni Bank Ltd/The,35.27189255,2.88E+11,2.131438721,Banks,Banks,0.370472401,9.631834984
